      [(0, 0): R=000, G=000, B=000
       (22, 44): R=000, G=000, B=250
       (23, 44): R=000, G=000, B=251
       (24, 44): R=000, G=000, B=253
       (25, 44): R=000, G=254, B=252
       (26, 44): R=000, G=251, B=250
       (27, 44): R=000, G=254, B=253
       (28, 44): R=000, G=000, B=253
       (29, 44): R=000, G=251, B=250
       (30, 44): R=000, G=252, B=253
       (31, 44): R=000, G=247, B=246
       (32, 44): R=000, G=239, B=236
       (33, 44): R=000, G=223, B=219
       (34, 44): R=225, G=121, B=120
       (35, 44): R=179, G=45, B=44
       (36, 44): R=189, G=25, B=24
       (37, 44): R=198, G=15, B=9
       (38, 44): R=221, G=24, B=15
       (39, 44): R=231, G=25, B=11
       (40, 44): R=241, G=25, B=10
       (41, 44): R=244, G=20, B=8
       (42, 44): R=245, G=17, B=8
       (43, 44): R=242, G=17, B=11
       (44, 44): R=230, G=21, B=14
       (45, 44): R=212, G=24, B=15
       (46, 44): R=189, G=25, B=13
       (47, 44): R=165, G=29, B=15
       (48, 44): R=199, G=91, B=79
       (49, 44): R=000, G=192, B=185
       (50, 44): R=000, G=240, B=236
       (51, 44): R=000, G=246, B=242
       (52, 44): R=000, G=254, B=248
       (53, 44): R=254, G=000, B=251
       (54, 44): R=000, G=000, B=251
       (55, 44): R=253, G=254, B=249
       (56, 44): R=000, G=000, B=251
       (57, 44): R=000, G=000, B=253
       (58, 44): R=000, G=000, B=253
       (59, 44): R=000, G=000, B=251
       (60, 44): R=000, G=254, B=248
       (61, 44): R=000, G=254, B=250
       (62, 44): R=000, G=000, B=000
       (63, 44): R=254, G=000, B=000
       (64, 44): R=000, G=000, B=000
       (65, 44): R=000, G=000, B=000
       (66, 44): R=000, G=000, B=000
       (67, 44): R=000, G=000, B=000
       (68, 44): R=000, G=000, B=000
       (69, 44): R=000, G=000, B=000
       (70, 44): R=000, G=000, B=000
       (71, 44): R=000, G=000, B=000
       (72, 44): R=000, G=000, B=000
       (73, 44): R=000, G=000, B=000
       (74, 44): R=254, G=254, B=254
       (75, 44): R=000, G=000, B=000
       (76, 44): R=000, G=000, B=000
       (77, 44): R=000, G=000, B=000
       (78, 44): R=000, G=000, B=000
       (79, 44): R=224, G=224, B=224
       (80, 44): R=185, G=185, B=185
       (81, 44): R=000, G=000, B=000
       (82, 44): R=000, G=000, B=000
       (0, 45): R=000, G=000, B=000
       (1, 45): R=254, G=254, B=254
       (2, 45): R=186, G=186, B=186
       (3, 45): R=223, G=223, B=223
       (4, 45): R=000, G=000, B=000
       (5, 45): R=000, G=000, B=000
       (6, 45): R=000, G=000, B=000
       (7, 45): R=000, G=000, B=000
       (8, 45): R=000, G=000, B=000
       (9, 45): R=000, G=000, B=000
       (10, 45): R=000, G=000, B=000
       (11, 45): R=000, G=000, B=000
       (12, 45): R=000, G=000, B=000
       (13, 45): R=000, G=000, B=000
       (14, 45): R=000, G=000, B=000
       (15, 45): R=254, G=000, B=253
       (16, 45): R=252, G=000, B=251
       (17, 45): R=252, G=000, B=253
       (18, 45): R=254, G=000, B=000
       (19, 45): R=254, G=000, B=000
       (20, 45): R=254, G=000, B=000
       (21, 45): R=254, G=000, B=251
       (22, 45): R=000, G=000, B=250
       (23, 45): R=254, G=000, B=250
       (24, 45): R=253, G=000, B=254
       (25, 45): R=254, G=000, B=000
       (26, 45): R=254, G=254, B=000
       (27, 45): R=000, G=254, B=000
       (28, 45): R=000, G=251, B=252
       (29, 45): R=000, G=254, B=000
       (30, 45): R=251, G=252, B=254
       (31, 45): R=250, G=252, B=251
       (32, 45): R=254, G=254, B=252
       (33, 45): R=000, G=248, B=246
       (34, 45): R=000, G=240, B=243
       (35, 45): R=000, G=231, B=233
       (36, 45): R=000, G=191, B=191
       (37, 45): R=000, G=135, B=131
       (38, 45): R=226, G=87, B=80
       (39, 45): R=209, G=58, B=47
       (40, 45): R=199, G=39, B=27
       (41, 45): R=199, G=32, B=23
       (42, 45): R=205, G=34, B=27
       (43, 45): R=212, G=47, B=45
       (44, 45): R=220, G=70, B=69
       (45, 45): R=242, G=112, B=110
       (46, 45): R=000, G=176, B=170
       (47, 45): R=000, G=233, B=223
       (48, 45): R=000, G=241, B=234
       (49, 45): R=000, G=246, B=238
       (50, 45): R=000, G=253, B=247
       (51, 45): R=249, G=254, B=250
       (52, 45): R=247, G=000, B=253
       (53, 45): R=249, G=000, B=253
       (54, 45): R=252, G=000, B=251
       (55, 45): R=000, G=000, B=251
       (56, 45): R=000, G=254, B=000
       (57, 45): R=000, G=254, B=000
       (58, 45): R=000, G=000, B=000
       (59, 45): R=000, G=000, B=253
       (60, 45): R=000, G=254, B=248
       (61, 45): R=000, G=254, B=248
       (62, 45): R=000, G=254, B=000
       (63, 45): R=254, G=000, B=000
       (64, 45): R=000, G=000, B=000
       (65, 45): R=000, G=000, B=000
       (66, 45): R=000, G=000, B=000
       (67, 45): R=000, G=000, B=000
       (68, 45): R=000, G=000, B=000
       (69, 45): R=000, G=000, B=000
       (70, 45): R=000, G=000, B=000
       (71, 45): R=000, G=000, B=000
       (72, 45): R=000, G=000, B=000
       (73, 45): R=000, G=000, B=000
       (74, 45): R=254, G=254, B=254
       (75, 45): R=000, G=000, B=000
       (76, 45): R=000, G=000, B=000
       (77, 45): R=000, G=000, B=000
       (78, 45): R=000, G=000, B=000
       (79, 45): R=224, G=224, B=224
       (80, 45): R=185, G=185, B=185
       (81, 45): R=000, G=000, B=000
       (82, 45): R=000, G=000, B=000
       (0, 46): R=000, G=000, B=000
       (1, 46): R=254, G=254, B=254
       (2, 46): R=186, G=186, B=186
       (3, 46): R=223, G=223, B=223
       (4, 46): R=000, G=000, B=000
       (5, 46): R=000, G=000, B=000
       (6, 46): R=000, G=000, B=000
       (7, 46): R=000, G=000, B=000
       (8, 46): R=000, G=000, B=000
       (9, 46): R=000, G=000, B=000
       (10, 46): R=000, G=000, B=000
       (11, 46): R=000, G=000, B=000
       (12, 46): R=000, G=000, B=000
       (13, 46): R=000, G=000, B=000
       (14, 46): R=000, G=000, B=000
       (15, 46): R=000, G=000, B=000
       (16, 46): R=000, G=000, B=253
       (17, 46): R=000, G=000, B=000
       (18, 46): R=252, G=000, B=000
       (19, 46): R=254, G=000, B=000
       (20, 46): R=000, G=253, B=000
       (21, 46): R=000, G=252, B=000
       (22, 46): R=000, G=000, B=251
       (23, 46): R=254, G=000, B=251
       (24, 46): R=251, G=000, B=000
       (25, 46): R=246, G=254, B=000
       (26, 46): R=251, G=000, B=000
       (27, 46): R=250, G=254, B=000
       (28, 46): R=000, G=254, B=000
       (29, 46): R=000, G=254, B=252
       (30, 46): R=253, G=254, B=249
       (31, 46): R=254, G=000, B=250
       (32, 46): R=254, G=000, B=250
       (33, 46): R=000, G=253, B=250
       (34, 46): R=000, G=248, B=248
       (35, 46): R=000, G=245, B=244
       (36, 46): R=000, G=245, B=243
       (37, 46): R=000, G=243, B=239
       (38, 46): R=000, G=236, B=231
       (39, 46): R=000, G=241, B=234
       (40, 46): R=000, G=238, B=231
       (41, 46): R=000, G=239, B=234
       (42, 46): R=000, G=238, B=236
       (43, 46): R=000, G=238, B=237
       (44, 46): R=000, G=239, B=241
       (45, 46): R=000, G=242, B=243
       (46, 46): R=000, G=244, B=244
       (47, 46): R=000, G=244, B=240
       (48, 46): R=000, G=251, B=248
       (49, 46): R=000, G=253, B=250
       (50, 46): R=000, G=250, B=250
       (51, 46): R=000, G=254, B=000
       (52, 46): R=254, G=000, B=000
       (53, 46): R=251, G=000, B=254
       (54, 46): R=253, G=000, B=252
       (55, 46): R=000, G=000, B=000
       (56, 46): R=000, G=253, B=000
       (57, 46): R=000, G=253, B=000
       (58, 46): R=254, G=000, B=000
       (59, 46): R=254, G=000, B=000
       (60, 46): R=000, G=254, B=253
       (61, 46): R=000, G=254, B=253
       (62, 46): R=000, G=000, B=000
       (63, 46): R=254, G=000, B=000
       (64, 46): R=000, G=000, B=000
       (65, 46): R=000, G=000, B=000
       (66, 46): R=000, G=000, B=000
       (67, 46): R=000, G=000, B=000
       (68, 46): R=000, G=000, B=000
       (69, 46): R=000, G=000, B=000
       (70, 46): R=000, G=000, B=000
       (71, 46): R=000, G=000, B=000
       (72, 46): R=000, G=000, B=000
       (73, 46): R=000, G=000, B=000
       (74, 46): R=254, G=254, B=254
       (75, 46): R=000, G=000, B=000
       (76, 46): R=000, G=000, B=000
       (77, 46): R=000, G=000, B=000
       (78, 46): R=000, G=000, B=000
       (79, 46): R=224, G=224, B=224
       (80, 46): R=185, G=185, B=185
       (81, 46): R=000, G=000, B=000
       (82, 46): R=000, G=000, B=000
       (0, 47): R=000, G=000, B=000
       (1, 47): R=254, G=254, B=254
       (2, 47): R=186, G=186, B=186
       (3, 47): R=223, G=223, B=223
       (4, 47): R=000, G=000, B=000
       (5, 47): R=000, G=000, B=000
       (6, 47): R=000, G=000, B=000
       (7, 47): R=000, G=000, B=000
       (8, 47): R=000, G=000, B=000
       (9, 47): R=000, G=000, B=000
       (10, 47): R=000, G=000, B=000
       (11, 47): R=000, G=000, B=000
       (12, 47): R=000, G=000, B=000
       (13, 47): R=000, G=000, B=000
       (14, 47): R=000, G=000, B=000
       (15, 47): R=000, G=254, B=000
       (16, 47): R=000, G=254, B=000
       (17, 47): R=000, G=254, B=000
       (18, 47): R=252, G=000, B=000
       (19, 47): R=254, G=000, B=000
       (20, 47): R=000, G=252, B=000
       (21, 47): R=000, G=252, B=000
       (22, 47): R=000, G=000, B=253
       (23, 47): R=254, G=000, B=251
       (24, 47): R=251, G=000, B=000
       (25, 47): R=249, G=000, B=000
       (26, 47): R=248, G=000, B=000
       (27, 47): R=248, G=252, B=000
       (28, 47): R=000, G=000, B=000
       (29, 47): R=254, G=253, B=249
       (30, 47): R=254, G=000, B=249
       (31, 47): R=000, G=000, B=250
       (32, 47): R=253, G=000, B=252
       (33, 47): R=254, G=254, B=252
       (34, 47): R=000, G=000, B=253
       (35, 47): R=254, G=253, B=251
       (36, 47): R=254, G=253, B=251
       (37, 47): R=254, G=000, B=250
       (38, 47): R=254, G=254, B=252
       (39, 47): R=254, G=000, B=251
       (40, 47): R=254, G=000, B=253
       (41, 47): R=254, G=254, B=252
       (42, 47): R=253, G=253, B=251
       (43, 47): R=000, G=253, B=254
       (44, 47): R=000, G=253, B=254
       (45, 47): R=253, G=253, B=000
       (46, 47): R=253, G=253, B=000
       (47, 47): R=254, G=000, B=000
       (48, 47): R=253, G=000, B=254
       (49, 47): R=252, G=252, B=250
       (50, 47): R=000, G=252, B=253
       (51, 47): R=000, G=254, B=000
       (52, 47): R=248, G=248, B=250
       (53, 47): R=254, G=000, B=000
       (54, 47): R=000, G=000, B=000
       (55, 47): R=000, G=253, B=000
       (56, 47): R=000, G=253, B=000
       (57, 47): R=000, G=253, B=000
       (58, 47): R=254, G=000, B=000
       (59, 47): R=254, G=000, B=000
       (60, 47): R=000, G=254, B=000
       (61, 47): R=000, G=254, B=000
       (62, 47): R=000, G=000, B=000
       (63, 47): R=254, G=000, B=000
       (64, 47): R=000, G=000, B=000
       (65, 47): R=000, G=000, B=000
       (66, 47): R=000, G=000, B=000
       (67, 47): R=000, G=000, B=000
       (68, 47): R=000, G=000, B=000
       (69, 47): R=000, G=000, B=000
       (70, 47): R=000, G=000, B=000
       (71, 47): R=000, G=000, B=000
       (72, 47): R=000, G=000, B=000
       (73, 47): R=000, G=000, B=000
       (74, 47): R=254, G=254, B=254
       (75, 47): R=000, G=000, B=000
       (76, 47): R=000, G=000, B=000
       (77, 47): R=000, G=000, B=000
       (78, 47): R=000, G=000, B=000
       (79, 47): R=224, G=224, B=224
       (80, 47): R=185, G=185, B=185
       (81, 47): R=000, G=000, B=000
       (82, 47): R=000, G=000, B=000
       (0, 48): R=254, G=254, B=254
       (1, 48): R=254, G=254, B=254
       (2, 48): R=187, G=187, B=187
       (3, 48): R=223, G=223, B=223
       (4, 48): R=250, G=250, B=250
       (5, 48): R=000, G=000, B=000
       (6, 48): R=253, G=253, B=253
       (7, 48): R=000, G=000, B=000
       (8, 48): R=000, G=000, B=000
       (9, 48): R=000, G=000, B=000
       (10, 48): R=000, G=000, B=000
       (11, 48): R=000, G=000, B=000
       (12, 48): R=000, G=000, B=000
       (13, 48): R=000, G=000, B=000
       (14, 48): R=000, G=000, B=000
       (15, 48): R=000, G=000, B=000
       (16, 48): R=000, G=254, B=000
       (17, 48): R=000, G=000, B=000
       (18, 48): R=254, G=000, B=000
       (19, 48): R=000, G=000, B=000
       (20, 48): R=000, G=254, B=000
       (21, 48): R=000, G=254, B=000
       (22, 48): R=000, G=000, B=000
       (23, 48): R=000, G=000, B=253
       (24, 48): R=254, G=000, B=000
       (25, 48): R=254, G=000, B=000
       (26, 48): R=254, G=000, B=000
       (27, 48): R=254, G=000, B=000
       (28, 48): R=000, G=000, B=000
       (29, 48): R=000, G=000, B=253
       (30, 48): R=000, G=000, B=253
       (31, 48): R=000, G=000, B=253
       (32, 48): R=000, G=000, B=000
       (33, 48): R=000, G=000, B=000
       (34, 48): R=000, G=000, B=000
       (35, 48): R=000, G=000, B=000
       (36, 48): R=000, G=000, B=000
       (37, 48): R=000, G=000, B=253
       (38, 48): R=000, G=000, B=000
       (39, 48): R=000, G=000, B=253
       (40, 48): R=000, G=000, B=000
       (41, 48): R=000, G=000, B=000
       (42, 48): R=000, G=000, B=000
       (43, 48): R=000, G=000, B=000
       (44, 48): R=000, G=000, B=000
       (45, 48): R=000, G=000, B=000
       (46, 48): R=000, G=000, B=000
       (47, 48): R=000, G=000, B=000
       (48, 48): R=000, G=000, B=000
       (49, 48): R=000, G=000, B=000
       (50, 48): R=000, G=254, B=000
       (51, 48): R=000, G=254, B=000
       (52, 48): R=000, G=000, B=000
       (53, 48): R=000, G=000, B=000
       (54, 48): R=000, G=000, B=000
       (55, 48): R=000, G=000, B=000
       (56, 48): R=000, G=254, B=000
       (57, 48): R=000, G=000, B=000
       (58, 48): R=000, G=000, B=000
       (59, 48): R=000, G=000, B=000
       (60, 48): R=000, G=000, B=000
       (61, 48): R=000, G=000, B=000
       (62, 48): R=000, G=000, B=000
       (63, 48): R=000, G=000, B=000
       (64, 48): R=000, G=000, B=000
       (65, 48): R=000, G=000, B=000
       (66, 48): R=000, G=000, B=000
       (67, 48): R=000, G=000, B=000
       (68, 48): R=000, G=000, B=000
       (69, 48): R=000, G=000, B=000
       (70, 48): R=000, G=000, B=000
       (71, 48): R=000, G=000, B=000
       (72, 48): R=000, G=000, B=000
       (73, 48): R=000, G=000, B=000
       (74, 48): R=000, G=000, B=000
       (75, 48): R=253, G=253, B=253
       (76, 48): R=000, G=000, B=000
       (77, 48): R=253, G=253, B=253
       (78, 48): R=254, G=254, B=254
       (79, 48): R=224, G=224, B=224
       (80, 48): R=184, G=184, B=184
       (81, 48): R=000, G=000, B=000
       (82, 48): R=000, G=000, B=000
       (0, 49): R=254, G=254, B=254
       (1, 49): R=000, G=000, B=000
       (2, 49): R=182, G=182, B=182
       (3, 49): R=224, G=224, B=224
       (4, 49): R=000, G=000, B=000
       (5, 49): R=000, G=000, B=000
       (6, 49): R=000, G=000, B=000
       (7, 49): R=254, G=254, B=254
       (8, 49): R=000, G=000, B=000
       (9, 49): R=000, G=000, B=000
       (10, 49): R=000, G=000, B=000
       (11, 49): R=000, G=000, B=000
       (12, 49): R=000, G=000, B=000
       (13, 49): R=000, G=000, B=000
       (14, 49): R=000, G=000, B=000
       (15, 49): R=000, G=000, B=000
       (16, 49): R=000, G=000, B=000
       (17, 49): R=000, G=000, B=000
       (18, 49): R=000, G=000, B=000
       (19, 49): R=000, G=000, B=000
       (20, 49): R=000, G=000, B=000
       (21, 49): R=000, G=000, B=000
       (22, 49): R=000, G=000, B=000
       (23, 49): R=000, G=000, B=000
       (24, 49): R=000, G=000, B=000
       (25, 49): R=000, G=000, B=000
       (26, 49): R=000, G=000, B=000
       (27, 49): R=000, G=000, B=000
       (28, 49): R=000, G=000, B=000
       (29, 49): R=000, G=000, B=000
       (30, 49): R=000, G=000, B=000
       (31, 49): R=000, G=000, B=000
       (32, 49): R=000, G=000, B=000
       (33, 49): R=000, G=000, B=000
       (34, 49): R=000, G=000, B=000
       (35, 49): R=000, G=000, B=000
       (36, 49): R=000, G=000, B=000
       (37, 49): R=000, G=000, B=000
       (38, 49): R=000, G=000, B=000
       (39, 49): R=000, G=000, B=000
       (40, 49): R=000, G=000, B=000
       (41, 49): R=000, G=000, B=000
       (42, 49): R=000, G=000, B=000
       (43, 49): R=000, G=000, B=000
       (44, 49): R=000, G=000, B=000
       (45, 49): R=000, G=000, B=000
       (46, 49): R=000, G=000, B=000
       (47, 49): R=000, G=000, B=000
       (48, 49): R=000, G=000, B=000
       (49, 49): R=000, G=000, B=000
       (50, 49): R=000, G=000, B=000
       (51, 49): R=000, G=000, B=000
       (52, 49): R=000, G=000, B=000
       (53, 49): R=000, G=000, B=000
       (54, 49): R=000, G=000, B=000
       (55, 49): R=000, G=000, B=000
       (56, 49): R=000, G=000, B=000
       (57, 49): R=000, G=000, B=000
       (58, 49): R=000, G=000, B=000
       (59, 49): R=000, G=000, B=000
       (60, 49): R=000, G=000, B=000
       (61, 49): R=000, G=000, B=000
       (62, 49): R=000, G=000, B=000
       (63, 49): R=000, G=000, B=000
       (64, 49): R=000, G=000, B=000
       (65, 49): R=000, G=000, B=000
       (66, 49): R=000, G=000, B=000
       (67, 49): R=000, G=000, B=000
       (68, 49): R=000, G=000, B=000
       (69, 49): R=000, G=000, B=000
       (70, 49): R=000, G=000, B=000
       (71, 49): R=000, G=000, B=000
       (72, 49): R=254, G=254, B=254
       (73, 49): R=254, G=254, B=254
       (74, 49): R=000, G=000, B=000
       (75, 49): R=253, G=253, B=253
       (76, 49): R=000, G=000, B=000
       (77, 49): R=000, G=000, B=000
       (78, 49): R=000, G=000, B=000
       (79, 49): R=226, G=226, B=226
       (80, 49): R=184, G=184, B=184
       (81, 49): R=252, G=252, B=252
       (82, 49): R=000, G=000, B=000
       (0, 50): R=000, G=000, B=000
       (1, 50): R=000, G=000, B=000
       (2, 50): R=184, G=184, B=184
       (3, 50): R=232, G=232, B=232
       (4, 50): R=000, G=000, B=000
       (5, 50): R=254, G=254, B=254
       (6, 50): R=251, G=251, B=251
       (7, 50): R=000, G=000, B=000
       (8, 50): R=254, G=254, B=254
       (9, 50): R=254, G=254, B=254
       (10, 50): R=254, G=254, B=254
       (11, 50): R=254, G=254, B=254
       (12, 50): R=254, G=254, B=254
       (13, 50): R=254, G=254, B=254
       (14, 50): R=254, G=254, B=254
       (15, 50): R=254, G=254, B=254
       (16, 50): R=254, G=254, B=254
       (17, 50): R=254, G=254, B=254
       (18, 50): R=254, G=254, B=254
       (19, 50): R=254, G=254, B=254
       (20, 50): R=254, G=254, B=254
       (21, 50): R=254, G=254, B=254
       (22, 50): R=254, G=254, B=254
       (23, 50): R=254, G=254, B=254
       (24, 50): R=254, G=254, B=254
       (25, 50): R=254, G=254, B=254
       (26, 50): R=254, G=254, B=254
       (27, 50): R=254, G=254, B=254
       (28, 50): R=254, G=254, B=254
       (29, 50): R=254, G=254, B=254
       (30, 50): R=254, G=254, B=254
       (31, 50): R=254, G=254, B=254
       (32, 50): R=254, G=254, B=254
       (33, 50): R=254, G=254, B=254
       (34, 50): R=254, G=254, B=254
       (35, 50): R=254, G=254, B=254
       (36, 50): R=254, G=254, B=254
       (37, 50): R=254, G=254, B=254
       (38, 50): R=254, G=254, B=254
       (39, 50): R=254, G=254, B=254
       (40, 50): R=254, G=254, B=254
       (41, 50): R=254, G=254, B=254
       (42, 50): R=254, G=254, B=254
       (43, 50): R=254, G=254, B=254
       (44, 50): R=254, G=254, B=254
       (45, 50): R=254, G=254, B=254
       (46, 50): R=254, G=254, B=254
       (47, 50): R=254, G=254, B=254
       (48, 50): R=254, G=254, B=254
       (49, 50): R=254, G=254, B=254
       (50, 50): R=254, G=254, B=254
       (51, 50): R=254, G=254, B=254
       (52, 50): R=254, G=254, B=254
       (53, 50): R=254, G=254, B=254
       (54, 50): R=254, G=254, B=254
       (55, 50): R=254, G=254, B=254
       (56, 50): R=254, G=254, B=254
       (57, 50): R=254, G=254, B=254
       (58, 50): R=254, G=254, B=254
       (59, 50): R=254, G=254, B=254
       (60, 50): R=254, G=254, B=254
       (61, 50): R=254, G=254, B=254
       (62, 50): R=254, G=254, B=254
       (63, 50): R=254, G=254, B=254
       (64, 50): R=254, G=254, B=254
       (65, 50): R=254, G=254, B=254
       (66, 50): R=254, G=254, B=254
       (67, 50): R=254, G=254, B=254
       (68, 50): R=254, G=254, B=254
       (69, 50): R=254, G=254, B=254
       (70, 50): R=254, G=254, B=254
       (71, 50): R=254, G=254, B=254
       (72, 50): R=000, G=000, B=000
       (73, 50): R=000, G=000, B=000
       (74, 50): R=000, G=000, B=000
       (75, 50): R=254, G=254, B=254
       (76, 50): R=000, G=000, B=000
       (77, 50): R=000, G=000, B=000
       (78, 50): R=254, G=254, B=254
       (79, 50): R=229, G=229, B=229
       (80, 50): R=183, G=183, B=183
       (81, 50): R=000, G=000, B=000
       (82, 50): R=000, G=000, B=000
       (0, 51): R=254, G=254, B=254
       (1, 51): R=253, G=253, B=253
       (2, 51): R=186, G=186, B=186
       (3, 51): R=115, G=115, B=115
       (4, 51): R=146, G=146, B=146
       (5, 51): R=137, G=137, B=137
       (6, 51): R=145, G=145, B=145
       (7, 51): R=144, G=144, B=144
       (8, 51): R=143, G=143, B=143
       (9, 51): R=143, G=143, B=143
       (10, 51): R=143, G=143, B=143
       (11, 51): R=143, G=143, B=143
       (12, 51): R=143, G=143, B=143
       (13, 51): R=143, G=143, B=143
       (14, 51): R=143, G=143, B=143
       (15, 51): R=143, G=143, B=143
       (16, 51): R=143, G=143, B=143
       (17, 51): R=143, G=143, B=143
       (18, 51): R=143, G=143, B=143
       (19, 51): R=143, G=143, B=143
       (20, 51): R=143, G=143, B=143
       (21, 51): R=143, G=143, B=143
       (22, 51): R=143, G=143, B=143
       (23, 51): R=143, G=143, B=143
       (24, 51): R=143, G=143, B=143
       (25, 51): R=143, G=143, B=143
       (26, 51): R=143, G=143, B=143
       (27, 51): R=143, G=143, B=143
       (28, 51): R=143, G=143, B=143
       (29, 51): R=143, G=143, B=143
       (30, 51): R=143, G=143, B=143
       (31, 51): R=143, G=143, B=143
       (32, 51): R=143, G=143, B=143
       (33, 51): R=143, G=143, B=143
       (34, 51): R=143, G=143, B=143
       (35, 51): R=143, G=143, B=143
       (36, 51): R=143, G=143, B=143
       (37, 51): R=143, G=143, B=143
       (38, 51): R=143, G=143, B=143
       (39, 51): R=143, G=143, B=143
       (40, 51): R=143, G=143, B=143
       (41, 51): R=143, G=143, B=143
       (42, 51): R=143, G=143, B=143
       (43, 51): R=143, G=143, B=143
       (44, 51): R=143, G=143, B=143
       (45, 51): R=143, G=143, B=143
       (46, 51): R=143, G=143, B=143
       (47, 51): R=143, G=143, B=143
       (48, 51): R=143, G=143, B=143
       (49, 51): R=143, G=143, B=143
       (50, 51): R=143, G=143, B=143
       (51, 51): R=143, G=143, B=143
       (52, 51): R=143, G=143, B=143
       (53, 51): R=143, G=143, B=143
       (54, 51): R=143, G=143, B=143
       (55, 51): R=143, G=143, B=143
       (56, 51): R=143, G=143, B=143
       (57, 51): R=143, G=143, B=143
       (58, 51): R=143, G=143, B=143
       (59, 51): R=143, G=143, B=143
       (60, 51): R=143, G=143, B=143
       (61, 51): R=143, G=143, B=143
       (62, 51): R=143, G=143, B=143
       (63, 51): R=143, G=143, B=143
       (64, 51): R=143, G=143, B=143
       (65, 51): R=143, G=143, B=143
       (66, 51): R=143, G=143, B=143
       (67, 51): R=143, G=143, B=143
       (68, 51): R=143, G=143, B=143
       (69, 51): R=143, G=143, B=143
       (70, 51): R=143, G=143, B=143
       (71, 51): R=143, G=143, B=143
       (72, 51): R=142, G=142, B=142
       (73, 51): R=141, G=141, B=141
       (74, 51): R=142, G=142, B=142
       (75, 51): R=139, G=139, B=139
       (76, 51): R=141, G=141, B=141
       (77, 51): R=140, G=140, B=140
       (78, 51): R=140, G=140, B=140
       (79, 51): R=122, G=122, B=122
       (80, 51): R=182, G=182, B=182
       (81, 51): R=251, G=251, B=251
       (82, 51): R=000, G=000, B=000
       (0, 52): R=000, G=000, B=000
       (1, 52): R=000, G=000, B=000
       (2, 52): R=000, G=000, B=000
       (3, 52): R=254, G=254, B=254
       (4, 52): R=252, G=252, B=252
       (5, 52): R=000, G=000, B=000
       (6, 52): R=000, G=000, B=000
       (7, 52): R=251, G=251, B=251
       (8, 52): R=254, G=254, B=254
       (9, 52): R=254, G=254, B=254
       (10, 52): R=254, G=254, B=254
       (11, 52): R=254, G=254, B=254
       (12, 52): R=254, G=254, B=254
       (13, 52): R=254, G=254, B=254
       (14, 52): R=254, G=254, B=254
       (15, 52): R=254, G=254, B=254
       (16, 52): R=254, G=254, B=254
       (17, 52): R=254, G=254, B=254
       (18, 52): R=254, G=254, B=254
       (19, 52): R=254, G=254, B=254
       (20, 52): R=254, G=254, B=254
       (21, 52): R=254, G=254, B=254
       (22, 52): R=254, G=254, B=254
       (23, 52): R=254, G=254, B=254
       (24, 52): R=254, G=254, B=254
       (25, 52): R=254, G=254, B=254
       (26, 52): R=254, G=254, B=254
       (27, 52): R=254, G=254, B=254
       (28, 52): R=254, G=254, B=254
       (29, 52): R=254, G=254, B=254
       (30, 52): R=254, G=254, B=254
       (31, 52): R=254, G=254, B=254
       (32, 52): R=254, G=254, B=254
       (33, 52): R=254, G=254, B=254
       (34, 52): R=254, G=254, B=254
       (35, 52): R=254, G=254, B=254
       (36, 52): R=254, G=254, B=254
       (37, 52): R=254, G=254, B=254
       (38, 52): R=254, G=254, B=254
       (39, 52): R=254, G=254, B=254
       (40, 52): R=254, G=254, B=254
       (41, 52): R=254, G=254, B=254
       (42, 52): R=254, G=254, B=254
       (43, 52): R=254, G=254, B=254
       (44, 52): R=254, G=254, B=254
       (45, 52): R=254, G=254, B=254
       (46, 52): R=254, G=254, B=254
       (47, 52): R=254, G=254, B=254
       (48, 52): R=254, G=254, B=254
       (49, 52): R=254, G=254, B=254
       (50, 52): R=254, G=254, B=254
       (51, 52): R=254, G=254, B=254
       (52, 52): R=254, G=254, B=254
       (53, 52): R=254, G=254, B=254
       (54, 52): R=254, G=254, B=254
       (55, 52): R=254, G=254, B=254
       (56, 52): R=254, G=254, B=254
       (57, 52): R=254, G=254, B=254
       (58, 52): R=254, G=254, B=254
       (59, 52): R=254, G=254, B=254
       (60, 52): R=254, G=254, B=254
       (61, 52): R=254, G=254, B=254
       (62, 52): R=254, G=254, B=254
       (63, 52): R=254, G=254, B=254
       (64, 52): R=254, G=254, B=254
       (65, 52): R=254, G=254, B=254
       (66, 52): R=254, G=254, B=254
       (67, 52): R=254, G=254, B=254
       (68, 52): R=254, G=254, B=254
       (69, 52): R=254, G=254, B=254
       (70, 52): R=254, G=254, B=254
       (71, 52): R=254, G=254, B=254
       (72, 52): R=000, G=000, B=000
       (73, 52): R=000, G=000, B=000
       (74, 52): R=000, G=000, B=000
       (75, 52): R=000, G=000, B=000
       (76, 52): R=000, G=000, B=000
       (77, 52): R=000, G=000, B=000
       (78, 52): R=000, G=000, B=000
       (79, 52): R=249, G=249, B=249
       (80, 52): R=000, G=000, B=000
       (81, 52): R=000, G=000, B=000
       (82, 52): R=254, G=254, B=254
       (0, 53): R=253, G=253, B=253
       (1, 53): R=000, G=000, B=000
       (2, 53): R=252, G=252, B=252
       (3, 53): R=000, G=000, B=000
       (4, 53): R=254, G=254, B=254
       (5, 53): R=000, G=000, B=000
       (6, 53): R=251, G=251, B=251
       (7, 53): R=000, G=000, B=000
       (8, 53): R=000, G=000, B=000
       (9, 53): R=000, G=000, B=000
